RPS13	ENSG00000110700
RPP25	ENSG00000178718
IGSF2	NA
ST8SIA3	ENSG00000177511
SLC17A7	ENSG00000104888
S100A6	ENSG00000197956
KIAA0748	NA
ROS1	ENSG00000047936
NR5A2	ENSG00000116833
KCNH2	LRG_288
STX1A	ENSG00000263024
OXTR	ENSG00000180914
ITGAM	ENSG00000169896
PTMS	ENSG00000159335
WISP1	ENSG00000104415
COL7A1	LRG_286
ITGB8	ENSG00000105855
FUT4	ENSG00000196371
MAPK12	ENSG00000188130
CASKIN2	ENSG00000177303
MBD6	ENSG00000166987
KCNJ3	ENSG00000162989
NTNG1	ENSG00000162631
HEY1	ENSG00000164683
SERPINB1	ENSG00000021355
LOC283761	NA
PRRX1	ENSG00000116132
FHL3	ENSG00000183386
LOC89944	NA
CYP3A7	ENSG00000160870
ZNF646	ENSG00000167395
CHRNA3	ENSG00000080644
MFNG	ENSG00000100060
SMARCD3	ENSG00000082014
CDK3	ENSG00000250506
C5orf13	NA
ST5	ENSG00000166444
CDC42EP1	ENSG00000128283
USH1C	ENSG00000006611
HDHD3	ENSG00000119431
IRF7	ENSG00000185507
PCOTH	NA
ZNF177	ENSG00000188629
SMTN	ENSG00000183963
IFNA4	ENSG00000236637
DKFZP586A0522	NA
FLJ12684	NA
IFI30	ENSG00000216490
HNRNPG-T	NA
CLCF1	ENSG00000175505
PLCL2	ENSG00000154822
CBX8	ENSG00000141570
MFHAS1	ENSG00000147324
C20orf172	NA
GRPR	ENSG00000126010
HRH2	ENSG00000113749
FRMD4B	ENSG00000114541
LU	NA
LOC441468	NA
C10orf56	NA
EPN1	ENSG00000063245
UGT1A6	ENSG00000167165
IFNA10	ENSG00000186803
PHF16	ENSG00000102221
IL1B	ENSG00000125538
BTBD3	ENSG00000132640
CA4	ENSG00000167434
PET112L	NA
SGK	NA
CRIPT	ENSG00000119878
FAM38B	NA
ITGA2	ENSG00000164171
RAB31	ENSG00000168461
KIAA0101	ENSG00000166803
GLYAT	ENSG00000149124
PSPN	ENSG00000125650
YES1	ENSG00000176105
KCNJ15	ENSG00000157551
TM6SF2	ENSG00000213996
IL21	ENSG00000138684
FGF21	ENSG00000105550
STC1	ENSG00000159167
NEIL3	ENSG00000109674
KCNMB3	ENSG00000171121
P4HA2	ENSG00000072682
SLC35A3	ENSG00000117620
HR44	NA
NOX1	ENSG00000007952
FAM49A	ENSG00000197872
SYCP1	ENSG00000198765
POU5F1	ENSG00000204531
NOC4L	ENSG00000184967
GMEB1	ENSG00000162419
ZNF96	NA
KMO	ENSG00000117009
RNF6	ENSG00000127870
ERBB4	ENSG00000178568
CCNL2	ENSG00000221978
EGFL9	NA
CLDN11	ENSG00000013297
HTR2A	ENSG00000102468
BACE1	ENSG00000186318
BASP1	ENSG00000176788
SLC15A2	ENSG00000163406
CA11	ENSG00000063180
KRTHB5	NA
RHOBTB3	ENSG00000164292
ABCB11	ENSG00000073734
TGFB1	ENSG00000105329
CAPN11	ENSG00000137225
LRDD	NA
WIT-1	NA
AGER	ENSG00000234729
CXorf9	NA
AJAP1	ENSG00000196581
CLEC4E	ENSG00000166523
ZNF480	ENSG00000198464
FCAR	ENSG00000262827
TG	ENSG00000042832
DEPDC2	NA
DHX8	ENSG00000067596
ZNF516	ENSG00000101493
TAAR2	ENSG00000146378
QPCTL	ENSG00000011478
C4orf16	NA
NGFRAP1	ENSG00000166681
DUSP1	ENSG00000120129
OPLAH	ENSG00000178814
MYH10	ENSG00000133026
TNRC5	NA
GJA10	ENSG00000135355
KCNA4	ENSG00000182255
SLC8A1	ENSG00000183023
APBB1	ENSG00000166313
BMPR1A	LRG_298
CITED2	ENSG00000164442
MGC3771	NA
GCLM	ENSG00000023909
TMEM28	NA
INSL5	ENSG00000172410
LHX6	ENSG00000106852
BNIP3	ENSG00000176171
MYCT1	ENSG00000120279
ULK4	ENSG00000168038
ADAM23	ENSG00000114948
THAP10	ENSG00000129028
RASL12	ENSG00000103710
C1orf61	ENSG00000125462
YBX2	ENSG00000006047
COL18A1	ENSG00000182871
GUCY1B3	ENSG00000061918
LMCD1	ENSG00000071282
CYBA	LRG_52
ABHD3	ENSG00000158201
GABBR1	ENSG00000204681
IFNA14	ENSG00000228083
MT1H	ENSG00000205358
IL4R	ENSG00000077238
DOK5	ENSG00000101134
C13orf10	NA
C8orf55	NA
CYP2C18	ENSG00000108242
GUCY1A2	ENSG00000152402
CNGB3	ENSG00000170289
KIAA0146	NA
DDEFL1	NA
BIRC5	ENSG00000089685
VN1R1	ENSG00000178201
ZNF268	ENSG00000090612
ERBB2	ENSG00000141736
SHANK1	ENSG00000161681
KIAA0746	NA
HTF9C	NA
PSORS1C1	ENSG00000235487
SSSCA1	ENSG00000173465
C14orf140	NA
CAPG	ENSG00000042493
MC4R	ENSG00000166603
TEAD3	ENSG00000007866
HOXC8	ENSG00000037965
KCNK5	ENSG00000164626
PRSS3	ENSG00000010438
CHRNA5	ENSG00000169684
DJ122O8.2	NA
WASPIP	NA
ADAM9	ENSG00000168615
PRO0149	NA
C21orf62	ENSG00000205929
GJA7	NA
LOC442522	NA
LAMA1	ENSG00000101680
VAMP5	ENSG00000168899
FYN	ENSG00000010810
CYB5R2	ENSG00000166394
C1orf105	ENSG00000180999
VGLL1	ENSG00000102243
HDAC9	ENSG00000048052
LOC257152	NA
UPK2	ENSG00000110375
ELN	ENSG00000262184
DOC1	NA
3.8-1	NA
NR0B1	ENSG00000169297
WDR62	ENSG00000075702
PIGA	LRG_160
KIF13A	ENSG00000137177
SPINLW1	NA
ZNF329	ENSG00000181894
FSCN3	ENSG00000106328
CYP19A1	ENSG00000137869
DDEF1IT1	NA
MAFF	ENSG00000185022
PSMB9	ENSG00000240508
MPP5	ENSG00000072415
PDIA2	ENSG00000185615
IER3	ENSG00000235030
IGSF1	ENSG00000147255
SH2D3C	ENSG00000095370
F11	ENSG00000088926
PIN1	ENSG00000127445
LOC163233	NA
CLDN15	ENSG00000106404
INPP5D	ENSG00000168918
C10orf77	NA
SAMHD1	ENSG00000101347
GVIN1	NA
KRT3	ENSG00000186442
PAX1	ENSG00000125813
CHST8	ENSG00000124302
HIST1H2BE	ENSG00000197697
CX3CL1	ENSG00000006210
INE1	ENSG00000271674
SKIL	ENSG00000136603
C8orf17	ENSG00000250733
LOC441022	NA
OSBPL1A	ENSG00000141447
ATP8B1	ENSG00000081923
AMBP	ENSG00000106927
FKBP6	ENSG00000262532
SLC18A2	ENSG00000165646
C9orf39	NA
CDK8	ENSG00000132964
KLHL2	ENSG00000109466
LOC339692	NA
OR5I1	ENSG00000167825
C1orf1	NA
NPY5R	ENSG00000164129
LOC387937	NA
PRKG1	ENSG00000185532
FLJ31568	NA
VEGFC	ENSG00000150630
TSPAN13	ENSG00000106537
IL1RL1	ENSG00000115602
RHBDF1	ENSG00000007384
SRD5A2	ENSG00000049319
CCKAR	ENSG00000163394
CCR9	ENSG00000173585
XPNPEP2	ENSG00000122121
SFN	ENSG00000175793
OR3A2	ENSG00000221882
NEUROD2	ENSG00000171532
EPB41L1	ENSG00000088367
PLA2G10	ENSG00000069764
D4S234E	NA
PLCL3	NA
NRIP2	ENSG00000053702
FBLN1	ENSG00000077942
WIPI49	NA
TRAF3IP1	ENSG00000204104
ERCC4	LRG_463
PIM2	ENSG00000267878
NOTCH3	ENSG00000074181
ENC1	ENSG00000171617
CEACAM21	ENSG00000007129
AMBN	ENSG00000178522
KIAA0882	NA
SLC6A4	ENSG00000108576
OLFML2A	ENSG00000185585
RASIP1	ENSG00000105538
LILRP2	ENSG00000262565
FAIM2	ENSG00000135472
SLC16A8	ENSG00000100156
SCN11A	ENSG00000168356
MPL	LRG_510
DNAJB14	ENSG00000164031
ALOX15B	ENSG00000179593
HSD3B2	ENSG00000203859
DCT	ENSG00000080166
KLK8	ENSG00000129455
EXO1	ENSG00000174371
UCP3	ENSG00000175564
TULP1	ENSG00000112041
TRIM15	ENSG00000235960
PYY	ENSG00000131096
KIAA1856	NA
LRRC1	ENSG00000137269
CNR1	ENSG00000118432
TECTA	ENSG00000109927
LLGL2	ENSG00000073350
PDGFD	ENSG00000170962
FAM46A	ENSG00000112773
CD53	ENSG00000143119
IFNA16	ENSG00000147885
C14orf162	NA
ProSAPiP1	NA
YPEL1	ENSG00000100027
LOC257407	NA
RAD51	ENSG00000051180
KLHL7	ENSG00000122550
FARP1	ENSG00000152767
INSL4	ENSG00000120211
C6orf64	NA
ARID5A	ENSG00000196843
SLC17A1	ENSG00000124568
ADM2	ENSG00000128165
CA1	ENSG00000133742
C10orf68	ENSG00000150076
CACNB2	ENSG00000165995
CHD5	ENSG00000116254
CD6	ENSG00000013725
CYSLTR2	ENSG00000152207
BMP10	LRG_403
FLJ20184	NA
CASP1	ENSG00000137752
CORO2A	ENSG00000106789
FUT8	ENSG00000033170
TNFSF11	ENSG00000120659
PLEKHA2	ENSG00000169499
MINPP1	ENSG00000107789
C11orf41	NA
ZMYM5	ENSG00000132950
SNX9	ENSG00000130340
ProSAPiP2	NA
PFN2	ENSG00000070087
CXorf15	NA
BCL2L11	ENSG00000153094
CD320	ENSG00000167775
SEC14L2	ENSG00000100003
PLAC1	ENSG00000170965
FOXA2	ENSG00000125798
CBL	ENSG00000110395
SIX6	ENSG00000184302
C14orf56	NA
PLA2G12A	ENSG00000123739
LGALS3BP	ENSG00000108679
ZNHIT2	ENSG00000174276
FDXR	ENSG00000161513
IL19	ENSG00000142224
RAPGEF6	ENSG00000158987
DFNA5	ENSG00000105928
PARP11	ENSG00000111224
ANGPT1	ENSG00000154188
TCP11	ENSG00000124678
STK23	NA
C14orf143	NA
HS747E2A	NA
LBH	ENSG00000213626
UGT1A10	ENSG00000242515
PIK3C2G	ENSG00000139144
GCKR	ENSG00000084734
SLC39A8	ENSG00000138821
SETBP1	ENSG00000152217
ITIH2	ENSG00000151655
GPC4	ENSG00000076716
C10orf59	NA
C20orf35	NA
LEFTY1	ENSG00000243709
RNF17	ENSG00000132972
MCM3APAS	NA
LAX1	ENSG00000122188
ZNF350	ENSG00000256683
GK2	ENSG00000196475
ZNRF4	ENSG00000105428
SC4MOL	NA
CDC42EP2	ENSG00000149798
LOC374395	NA
ASMT	ENSG00000196433
APOBEC1	ENSG00000111701
CYLC2	ENSG00000155833
HOXD4	ENSG00000170166
GNG7	ENSG00000176533
SDC4	ENSG00000124145
KIF3A	ENSG00000131437
C9orf36	NA
CLCNKA	ENSG00000186510
CHRNB2	ENSG00000160716
GPR173	ENSG00000268476
GRIP2	ENSG00000144596
DGCR11	NA
AP4E1	ENSG00000081014
BCL2L14	ENSG00000121380
CTSK	ENSG00000143387
SAG	ENSG00000130561
UGCGL2	NA
ZNF192	NA
ABCB9	ENSG00000150967
GPR63	ENSG00000112218
PIGN	ENSG00000197563
NRIP1	ENSG00000180530
FBXL4	ENSG00000112234
ENPP3	ENSG00000154269
LDOC1	ENSG00000268691
SLIT2	ENSG00000145147
LMNB2	ENSG00000176619
FSHPRH1	NA
LMO2	ENSG00000135363
TGM3	ENSG00000125780
AK3L1	NA
HIST1H1C	ENSG00000187837
ADRB2	ENSG00000169252
CEP4	NA
GNA14	ENSG00000156049
XYLT2	ENSG00000015532
PHKG1	ENSG00000164776
LOC389722	NA
GUCY2D	ENSG00000132518
KIAA0984	NA
GALNACT-2	NA
ABCG2	ENSG00000118777
SETMAR	ENSG00000170364
MT1E	ENSG00000169715
CD8B1	NA
OGFRL1	ENSG00000119900
CHRNA1	ENSG00000138435
RGS17	ENSG00000091844
HDC	ENSG00000140287
LOC146909	NA
LOC401131	NA
LOC153914	NA
HOXD3	ENSG00000128652
FLJ10748	NA
FAM12A	NA
D2LIC	NA
SLC16A7	ENSG00000118596
KIAA0703	NA
THY1	ENSG00000154096
IFI44	ENSG00000137965
IQSEC2	ENSG00000268372
POLD4	ENSG00000175482
LYN	ENSG00000254087
OR10C1	ENSG00000206474
CD86	ENSG00000114013
WNT16	ENSG00000002745
BSPRY	ENSG00000119411
DAB2	ENSG00000153071
SIPA1	ENSG00000213445
C8A	LRG_139
GSDML	NA
SLC4A7	ENSG00000033867
HCN4	ENSG00000138622
LACTB2	ENSG00000147592
C10orf110	NA
CCDC37	ENSG00000163885
MFGE8	ENSG00000140545
BCMO1	ENSG00000135697
C17orf39	NA
ZNF550	ENSG00000251369
TMPRSS5	ENSG00000166682
CRH	ENSG00000147571
DPYSL2	ENSG00000092964
CACNA2D1	LRG_437
MAP4K3	ENSG00000011566
HSPC048	NA
PPEF1	ENSG00000086717
FLJ20699	NA
LOC388886	NA
G1P3	NA
HCRTR2	ENSG00000137252
PAPSS2	ENSG00000198682
MOXD1	ENSG00000079931
PRR3	ENSG00000228186
KCTD14	ENSG00000151364
FSTL4	ENSG00000053108
MDM1	ENSG00000111554
CHST2	ENSG00000175040
GH2	ENSG00000136487
WDR52	ENSG00000206530
OLIG2	ENSG00000205927
LLGL1	ENSG00000131899
EPX	ENSG00000121053
NSBP1	NA
HUMBINDC	NA
CD5	ENSG00000110448
SLC7A7	ENSG00000155465
C14orf122	NA
DAK	ENSG00000149476
HES2	ENSG00000069812
ITGA6	ENSG00000091409
CELSR1	ENSG00000075275
SYNJ2BP	ENSG00000213463
CNTN1	ENSG00000018236
LOC442209	NA
EDA2R	ENSG00000131080
ZNF343	ENSG00000088876
DFFB	ENSG00000169598
ST8SIA2	ENSG00000140557
GLI1	ENSG00000111087
TAPBPL	ENSG00000139192
FABP5	ENSG00000164687
DUSP5	ENSG00000138166
C1orf76	NA
KCNH4	ENSG00000089558
TST	ENSG00000128311
CLDN10	ENSG00000134873
LY6E	ENSG00000160932
ELAC1	ENSG00000141642
ALX3	ENSG00000156150
TEAD4	ENSG00000197905
TIMM50	ENSG00000105197
DKFZP564B147	NA
NPPA	ENSG00000175206
LOC91316	NA
CRYGC	ENSG00000163254
BTN3A3	ENSG00000111801
SLC7A5	ENSG00000103257
LOC440792	NA
ONECUT1	ENSG00000169856
LRRC8E	ENSG00000171017
KLHL21	ENSG00000162413
LAMA5	ENSG00000130702
OR2H1	ENSG00000204688
CAMK2D	ENSG00000145349
CRB1	ENSG00000134376
RNF186	ENSG00000178828
FGF6	ENSG00000111241
SRC	ENSG00000197122
ATP4B	ENSG00000186009
PLXNB1	ENSG00000164050
DNCI1	NA
ARHGEF10	LRG_234
ZNF184	ENSG00000096654
C4orf6	ENSG00000082929
DLEU2	ENSG00000231607
CD1E	ENSG00000158488
DGCR6L	ENSG00000128185
APBA1	ENSG00000107282
SGPP1	ENSG00000126821
PHLPP	NA
GNAO1	ENSG00000087258
CCL11	ENSG00000172156
HIST1H4G	ENSG00000124578
ERN2	ENSG00000134398
C14orf139	NA
ELF4	LRG_335
KIAA1086	NA
GNA13	ENSG00000120063
KCNAB2	ENSG00000069424
PHOX2A	ENSG00000165462
CENTG2	NA
C1orf175	NA
FGF1	ENSG00000113578
FLJ20097	NA
LILRB4	ENSG00000262397
POLI	ENSG00000101751
MYOC	ENSG00000034971
ZNF132	ENSG00000131849
PRDM11	ENSG00000019485
CYP2C8	ENSG00000138115
TNFRSF14	ENSG00000157873
SPTB	ENSG00000070182
LENEP	ENSG00000163352
MICAL1	ENSG00000135596
ADH1A	ENSG00000187758
MTM1	ENSG00000269031
TINAGL1	ENSG00000142910
FSHR	ENSG00000170820
STXBP2	LRG_165
ELA2B	NA
FLJ10415	NA
PRKACG	ENSG00000165059
CD2AP	ENSG00000198087
FOXE3	ENSG00000186790
SOCS2	ENSG00000120833
FLJ20718	NA
PTPN7	ENSG00000143851
GPR68	ENSG00000119714
TK1	ENSG00000167900
DMXL1	ENSG00000172869
PLLP	ENSG00000102934
AIM1	ENSG00000112297
C10orf84	NA
DHRS9	ENSG00000073737
PELI1	ENSG00000197329
CTH	ENSG00000116761
SAMD4	NA
CPS1	LRG_336
DEPDC1	ENSG00000024526
SCRN1	ENSG00000136193
ANXA8	ENSG00000265190
NUDT13	ENSG00000166321
BMPER	ENSG00000164619
SP1	ENSG00000185591
IL1RN	LRG_188
BLK	ENSG00000136573
SYNE2	ENSG00000054654
LOC390999	NA
GP5	ENSG00000178732
WDSOF1	NA
GABARAPL3	ENSG00000238244
HPN	ENSG00000105707
SLC31A1	ENSG00000136868
ALG12	ENSG00000182858
EIF2S3	ENSG00000130741
ERBB3	ENSG00000065361
SERPINB10	ENSG00000242550
HGF	ENSG00000019991
KIAA1576	NA
CLTCL1	ENSG00000070371
NTF3	ENSG00000185652
TNFRSF4	ENSG00000186827
ELF3	ENSG00000163435
ALPL	ENSG00000162551
TSPAN5	ENSG00000168785
CXXC4	ENSG00000168772
HYDIN	ENSG00000157423
LOC442338	NA
PNMA3	ENSG00000183837
TNFRSF12A	ENSG00000006327
COL14A1	ENSG00000187955
PTER	ENSG00000165983
LOC442175	NA
AZI1	ENSG00000141577
CAMK2B	ENSG00000058404
TM7SF3	ENSG00000064115
MEG3	ENSG00000214548
TGIF	NA
SCN5A	LRG_289
SKI	ENSG00000157933
TULP2	ENSG00000104804
HSD17B3	ENSG00000130948
ITGB4	ENSG00000132470
HOXA3	ENSG00000105997
SIDT1	ENSG00000072858
HTR3B	ENSG00000149305
C11orf30	ENSG00000158636
NFKBIL1	ENSG00000204498
NUSAP1	ENSG00000137804
Apr-02	NA
ZNF302	ENSG00000089335
STAG3	ENSG00000066923
ALCAM	ENSG00000170017
RHOH	ENSG00000168421
PRB1	ENSG00000251655
SH3TC2	LRG_269
ACVRL1	ENSG00000139567
TM7SF2	ENSG00000149809
MGC61571	NA
SNTG1	ENSG00000147481
EFNA2	ENSG00000099617
TNFAIP8	ENSG00000145779
GDF2	ENSG00000263761
ITGB1	ENSG00000150093
OTUB2	ENSG00000089723
C14orf115	NA
MARK2	ENSG00000072518
PLUNC	NA
DIO3	ENSG00000197406
KIAA1026	NA
MTL5	ENSG00000132749
FLJ13710	NA
PRIM2A	NA
SLC26A2	ENSG00000155850
C9orf40	ENSG00000135045
OR2B6	ENSG00000124657
SPANXC	ENSG00000269309
LOC201191	NA
EGLN3	ENSG00000129521
ZNF230	ENSG00000159882
KLKB1	ENSG00000164344
HKR3	NA
CXorf17	NA
ST6GAL1	ENSG00000073849
FGD6	ENSG00000180263
HS3ST1	ENSG00000002587
CRMP1	ENSG00000072832
GRID2	ENSG00000152208
GABRG3	ENSG00000182256
ADM	ENSG00000148926
ARMC9	ENSG00000135931
SCAP2	NA
GRIA4	ENSG00000152578
PLCE1	ENSG00000138193
PROX1	ENSG00000117707
FLJ43806	NA
ROR1	ENSG00000185483
SLIT3	ENSG00000184347
FCHO1	ENSG00000130475
IBTK	ENSG00000005700
SNF1LK	NA
LAMB2	ENSG00000172037
HSPA12A	ENSG00000165868
ZMAT5	ENSG00000100319
TUBB6	ENSG00000176014
FLJ39639	NA
MEP1B	ENSG00000141434
CST8	ENSG00000125815
SYNPO	ENSG00000171992
FOXD2	ENSG00000186564
PGC	ENSG00000096088
ACSM3	ENSG00000005187
RHCE	ENSG00000188672
ZPBP	ENSG00000042813
LOC54103	NA
RNF19	NA
ACTL6A	ENSG00000136518
ITIH4	ENSG00000055955
ENPP4	ENSG00000001561
CYFIP2	ENSG00000055163
LOC401394	NA
KIAA1622	NA
STAB2	ENSG00000136011
CKB	ENSG00000166165
C15orf2	NA
CYP2R1	ENSG00000186104
FKBP11	ENSG00000134285
E2-230K	NA
PCBP3	ENSG00000183570
UNG2	NA
HSPB1	LRG_248
PTGIS	ENSG00000124212
ACTR3B	ENSG00000133627
C11orf11	NA
MC3R	ENSG00000124089
MTUS1	ENSG00000129422
CUBN	ENSG00000107611
FLJ12571	NA
RPIP8	NA
FMO5	ENSG00000131781
TRAF5	ENSG00000082512
RKHD2	NA
PRRG4	ENSG00000135378
PDZK7	NA
MGC3130	NA
DKFZp434H1419	NA
CALML4	ENSG00000129007
INCENP	ENSG00000149503
CMAH	NA
PRPH	ENSG00000135406
FLJ23191	NA
SLC25A4	ENSG00000151729
PRKAA1	ENSG00000132356
HEG1	ENSG00000173706
FCGR2C	ENSG00000244682
OCM	ENSG00000122543
ITPKB	ENSG00000143772
CXorf21	ENSG00000120280
ANKRD6	ENSG00000135299
ANK3	ENSG00000151150
ZFX	ENSG00000005889
OR7A17	ENSG00000185385
CHRNA9	ENSG00000174343
SLC18A3	ENSG00000187714
CARD9	LRG_178
COTL1	ENSG00000103187
RGNEF	NA
HYMAI	NA
TBX2	ENSG00000121068
L2HGDH	ENSG00000087299
DOC2A	ENSG00000149927
CCR8	ENSG00000179934
BMP3	ENSG00000152785
CLEC10A	ENSG00000132514
INSRR	ENSG00000027644
CMA1	ENSG00000092009
RNF2	ENSG00000121481
ASCL1	ENSG00000139352
SHARPIN	ENSG00000179526
NBEAL2	ENSG00000160796
TMEM16B	NA
CESK1	NA
LOC339562	NA
TTPA	ENSG00000137561
CDV1	NA
NR1I2	ENSG00000144852
WBSCR14	NA
UBQLN3	ENSG00000175520
LOC132556	NA
WNT2	ENSG00000105989
LOC147343	NA
ARFRP2	NA
SCRN3	ENSG00000144306
CCL16	ENSG00000161573
DAMS	NA
PCDHB6	ENSG00000113211
ENTPD3	ENSG00000168032
MLLT11	ENSG00000213190
PACS1	ENSG00000175115
APOL3	ENSG00000128284
FLJ10719	NA
SLC9A1	ENSG00000090020
RGS11	ENSG00000076344
NXN	ENSG00000167693
ATP1B2	ENSG00000129244
IL12RB1	ENSG00000096996
AKR1C1	ENSG00000266592
GLIPR1	ENSG00000139278
NDST4	ENSG00000138653
ECHDC3	ENSG00000134463
UPK1A	ENSG00000105668
KLF15	ENSG00000163884
LMAN1L	ENSG00000140506
ZNF218	NA
GPSM2	ENSG00000121957
MCM5	ENSG00000100297
MLPH	LRG_83
ACTA2	ENSG00000107796
DRF1	NA
SLC10A3	ENSG00000268604
YDD19	NA
Sep-04	NA
PDE4DIP	ENSG00000178104
GHRH	ENSG00000118702
PER3	ENSG00000049246
CART	NA
RCN3	ENSG00000142552
PDCD1	ENSG00000188389
PAK3	ENSG00000077264
MLLT7	NA
PNPLA4	ENSG00000006757
GLRA1	ENSG00000145888
EFHC2	ENSG00000183690
IL1F5	NA
PKD2L1	ENSG00000107593
FGF16	ENSG00000268853
CYBB	LRG_53
ERAF	NA
NCKAP1L	ENSG00000123338
SNCG	ENSG00000173267
ATG16L1	ENSG00000085978
CYP7B1	ENSG00000172817
FKSG44	NA
TNS3	ENSG00000136205
VAV2	ENSG00000160293
GSTM3	ENSG00000134202
FSHB	ENSG00000131808
HS6ST1	ENSG00000136720
FGD2	ENSG00000146192
HSU79275	NA
DYSF	ENSG00000135636
AZI2	ENSG00000163512
MLF1IP	ENSG00000151725
MUC7	ENSG00000171195
IGSF4	NA
LTBP2	ENSG00000119681
T	ENSG00000164458
PRRG3	ENSG00000130032
LOC81691	NA
JAM2	ENSG00000154721
CYP17A1	ENSG00000148795
PARK2	ENSG00000185345
ADCY2	ENSG00000078295
DUSP6	ENSG00000139318
UPK1B	ENSG00000114638
KIAA1644	ENSG00000138944
TACR2	ENSG00000075073
VIPR1	ENSG00000114812
NUP93	ENSG00000102900
SDC2	ENSG00000169439
TIAM2	ENSG00000146426
MICB	ENSG00000204516
ZFP37	ENSG00000136866
LAT	ENSG00000213658
MCART1	NA
ADAM3A	ENSG00000197475
LOC92017	NA
TLR4	ENSG00000136869
CXorf48	ENSG00000268695
HMMR	ENSG00000072571
FLJ10374	NA
C8B	LRG_31
TRPM8	ENSG00000144481
PCTK3	NA
C1orf109	ENSG00000116922
PRDM16	ENSG00000142611
HOXB3	ENSG00000120093
GLP2R	ENSG00000065325
BXDC2	NA
MMRN2	ENSG00000173269
NALP1	NA
AMELX	ENSG00000125363
S100A3	ENSG00000188015
KCNMA1	ENSG00000156113
FBXO24	ENSG00000106336
RGR	ENSG00000148604
SART2	NA
ADH7	ENSG00000196344
HCN2	ENSG00000099822
PSTPIP1	LRG_172
TNFSF8	ENSG00000106952
CDH15	ENSG00000129910
KIAA0513	ENSG00000135709
DCK	ENSG00000156136
ADCK4	ENSG00000123815
FEZ1	ENSG00000149557
C6orf211	ENSG00000146476
SLA	ENSG00000155926
PTK7	ENSG00000112655
SLC6A16	ENSG00000063127
PTPN6	ENSG00000268954
OAS1	ENSG00000089127
TUBAL3	ENSG00000178462
LGALS13	ENSG00000105198
TGFBR1	ENSG00000106799
ITGA8	ENSG00000077943
C20orf45	NA
RLBP1	ENSG00000140522
DLEC1	ENSG00000008226
SPAG6	ENSG00000077327
BMP6	ENSG00000153162
TAS2R7	ENSG00000121377
SNX24	ENSG00000064652
C1QR1	NA
CNTF	ENSG00000242689
C1orf95	ENSG00000203685
PFKFB1	ENSG00000158571
RLN2	ENSG00000107014
SLC5A4	ENSG00000100191
P53AIP1	NA
FLJ11850	NA
LOC283537	NA
PROZ	ENSG00000126231
HIST1H4F	ENSG00000198327
TJP2	ENSG00000119139
PCDHA2	ENSG00000204969
GPC1	ENSG00000063660
FLJ13096	NA
MAN1A1	ENSG00000111885
SIL1	ENSG00000120725
ENDOGL1	NA
NKX2-8	ENSG00000136327
HIST1H2AI	ENSG00000196747
IVL	ENSG00000163207
TNS1	ENSG00000079308
KRTHA2	NA
MOS	ENSG00000172680
APC2	ENSG00000115266
ZNF435	NA
F10	ENSG00000126218
RASSF4	ENSG00000107551
KIAA0523	NA
KIAA1772	NA
EMP3	ENSG00000142227
MGC4294	NA
DLL3	ENSG00000090932
TEK	ENSG00000120156
PRSS1	ENSG00000204983
RPL10L	ENSG00000165496
SCNN1D	ENSG00000162572
LILRB5	ENSG00000263021
DNM1	ENSG00000106976
TM7SF4	NA
DMD	LRG_199
CA6	ENSG00000131686
WDR33	ENSG00000136709
MYC	ENSG00000136997
KNTC1	ENSG00000184445
RP11-114G1.1	NA
HTR1E	ENSG00000168830
MX1	ENSG00000157601
GCA	ENSG00000115271
OLFML2B	ENSG00000162745
REG3A	ENSG00000172016
KCNF1	ENSG00000162975
KLF1	ENSG00000105610
MC5R	ENSG00000176136
EHBP1L1	ENSG00000173442
BCAS1	ENSG00000064787
IGFBP6	ENSG00000167779
SLC1A2	ENSG00000110436
TAS2R16	ENSG00000128519
LOC161527	NA
IFP38	NA
DEFA5	ENSG00000164816
CCR1	ENSG00000163823
FLJ13310	NA
SLC19A2	ENSG00000117479
GUCY1A3	ENSG00000164116
DNMT3A	ENSG00000119772
ASPH	ENSG00000198363
PTPN3	ENSG00000070159
DGKI	ENSG00000157680
MTERF	ENSG00000127989
AXL	ENSG00000167601
CG012	NA
SLC38A6	ENSG00000139974
SMYD5	ENSG00000135632
SLC39A2	ENSG00000165794
GP6	ENSG00000262729
HSPC138	NA
ADAM7	ENSG00000069206
OSMR	ENSG00000145623
C14orf58	NA
TRY6	NA
FLJ22659	NA
AOX1	ENSG00000138356
TBX19	ENSG00000143178
FMO2	ENSG00000094963
PLEKHF1	ENSG00000166289
B3GALT5	ENSG00000183778
HOXB8	ENSG00000120068
B3GNT3	ENSG00000179913
PPY	ENSG00000108849
DKFZP434C153	NA
PSG7	ENSG00000221878
ETV2	ENSG00000105672
RAB4B	ENSG00000167578
IFI16	ENSG00000163565
METRN	ENSG00000103260
C19orf21	NA
KIRREL	ENSG00000183853
CA14	ENSG00000118298
HIST1H4A	ENSG00000196176
OXR1	ENSG00000164830
NEBL	LRG_411
HAS1	ENSG00000105509
DDX58	ENSG00000107201
PQLC3	ENSG00000162976
FUT7	ENSG00000180549
FCER1G	ENSG00000158869
ZNF702	NA
SERPINA2	NA
MAP1LC3C	ENSG00000197769
ATP13A2	ENSG00000159363
MGC3329	NA
ITIH3	ENSG00000162267
OR1A1	ENSG00000172146
KIAA1659	NA
CTAGE1	ENSG00000212710
SLC38A3	ENSG00000188338
BET1L	ENSG00000177951
C3orf18	ENSG00000088543
IL17	NA
