Identifiers	mean	sd	median	minimum	maximum	n	Mean/StdDev	CV	MFC
NOV	6.08	1.12	5.89	2.44	13.51	13629	5.41	18.49	5.54
TAS2R4	5.23	0.97	5.34	1.89	9.03	13629	5.41	18.49	4.79
CHI3L2	6.23	1.15	6.12	2.00	12.88	13629	5.41	18.49	6.44
ZC3H12A	6.90	1.28	6.99	2.37	11.58	13629	5.41	18.49	4.90
IFNA13	6.01	1.11	6.01	2.18	11.09	13629	5.41	18.49	5.08
ANXA2P1	5.29	0.98	5.35	2.20	9.68	13629	5.41	18.49	4.40
COL5A3	6.31	1.17	6.24	1.83	11.62	13629	5.41	18.49	6.36
SEMA6B	5.95	1.10	5.97	2.42	9.61	13629	5.41	18.49	3.97
CRSP7	4.73	0.87	4.78	1.85	8.14	13629	5.41	18.49	4.40
SEMA3G	6.15	1.14	6.03	2.35	11.20	13629	5.41	18.49	4.76
CST4	6.30	1.16	6.23	2.30	13.61	13629	5.41	18.50	5.91
ACSBG2	5.53	1.02	5.72	2.07	12.58	13629	5.40	18.50	6.07
PYGO1	4.18	0.77	4.17	2.14	7.65	13629	5.40	18.50	3.58
TRAF1	6.07	1.12	6.05	1.89	11.71	13629	5.40	18.51	6.20
SH3TC1	6.66	1.23	6.64	1.93	12.26	13629	5.40	18.51	6.36
HOXB7	6.49	1.20	6.29	2.81	10.65	13629	5.40	18.52	3.79
GRK4	4.55	0.84	4.58	1.63	9.84	13629	5.40	18.52	6.03
SMN1	6.94	1.29	7.12	1.20	10.90	13629	5.40	18.52	9.07
HMG4L	6.39	1.18	6.49	2.47	11.23	13629	5.40	18.52	4.55
TLR6	5.30	0.98	5.38	1.93	8.73	13629	5.40	18.53	4.53
SIRT4	4.42	0.82	4.43	1.85	7.58	13629	5.40	18.53	4.10
DNAH9	4.90	0.91	4.97	2.17	10.05	13629	5.40	18.53	4.63
BHLHB9	5.59	1.04	5.68	1.89	10.85	13629	5.40	18.53	5.75
VRK1	7.17	1.33	7.25	2.23	11.51	13629	5.39	18.54	5.15
C14orf65	5.74	1.06	5.95	2.04	9.06	13629	5.39	18.54	4.45
TMEM108	5.30	0.98	5.35	2.27	9.06	13629	5.39	18.54	3.99
PLXDC1	6.11	1.13	6.09	1.91	11.72	13629	5.39	18.54	6.13
CACNA1D	5.27	0.98	5.25	2.29	11.25	13629	5.39	18.55	4.91
IFITM1	10.01	1.86	10.34	3.95	14.03	13629	5.39	18.55	3.55
ATXN7L1	4.36	0.81	4.39	2.14	7.47	13629	5.39	18.55	3.49
ASB4	4.12	0.76	4.13	2.10	7.91	13629	5.39	18.55	3.76
FLJ23447	6.09	1.13	6.24	2.26	10.20	13629	5.39	18.55	4.51
LOC654434	5.42	1.01	5.57	1.72	11.37	13629	5.39	18.55	6.60
C1orf68	4.70	0.87	4.62	2.28	10.53	13629	5.39	18.55	4.62
FAS	6.65	1.23	6.65	3.07	11.37	13629	5.39	18.55	3.70
SLC2A11	5.09	0.94	5.17	1.63	8.29	13629	5.39	18.56	5.08
DUSP9	5.59	1.04	5.62	2.07	12.21	13629	5.39	18.56	5.90
GPR37	6.50	1.21	6.75	2.17	10.72	13629	5.39	18.56	4.94
FLJ22955	4.80	0.89	4.86	2.27	7.83	13629	5.39	18.56	3.45
PLA2G2F	5.03	0.93	5.19	1.32	9.72	13629	5.39	18.56	7.35
CHIA	5.03	0.93	5.16	2.07	12.19	13629	5.39	18.56	5.89
ZWINT	8.54	1.58	8.64	2.96	12.76	13629	5.39	18.56	4.31
CA7	6.23	1.16	6.44	2.19	10.41	13629	5.39	18.57	4.75
ATP2B3	4.15	0.77	4.07	2.41	9.50	13629	5.38	18.57	3.94
NEXN	6.89	1.28	7.16	2.05	10.41	13629	5.38	18.57	5.07
PCAF	7.12	1.32	7.05	1.93	11.28	13629	5.38	18.57	5.86
PRPF39	6.51	1.21	6.75	0.93	9.95	13629	5.38	18.58	10.74
CYP2A7P1	4.21	0.78	4.28	2.17	7.43	13629	5.38	18.58	3.43
NTN1	4.96	0.92	5.06	1.72	8.37	13629	5.38	18.58	4.86
SEMA4A	7.45	1.38	7.42	1.58	12.07	13629	5.38	18.58	7.62
CHRNB1	5.93	1.10	5.97	2.08	10.11	13629	5.38	18.58	4.87
KLF6	7.54	1.40	7.41	3.30	12.63	13629	5.38	18.58	3.83
PKD2	7.13	1.32	7.22	2.04	11.20	13629	5.38	18.59	5.50
FLJ10661	5.48	1.02	5.66	2.25	11.07	13629	5.38	18.59	4.92
AGL	7.84	1.46	7.91	1.32	13.90	13629	5.38	18.59	10.52
A4GALT	5.49	1.02	5.54	2.00	9.52	13629	5.38	18.60	4.76
NPAL3	4.99	0.93	5.01	2.56	9.83	13629	5.37	18.60	3.84
RIMS3	6.11	1.14	5.94	2.68	12.01	13629	5.37	18.61	4.49
TGM5	5.94	1.11	5.91	2.29	10.44	13629	5.37	18.61	4.55
TMEM111	5.22	0.97	5.33	2.07	9.35	13629	5.37	18.61	4.51
SHOX2	4.58	0.85	4.43	2.61	10.32	13629	5.37	18.61	3.95
ANAPC10	6.30	1.17	6.46	0.93	9.43	13629	5.37	18.61	10.18
DAPK2	5.60	1.04	5.50	1.54	10.20	13629	5.37	18.61	6.64
RHAG	5.60	1.04	5.58	2.70	12.50	13629	5.37	18.62	4.63
CRISP1	4.20	0.78	4.20	1.89	10.17	13629	5.37	18.62	5.39
APBA2	6.26	1.17	6.11	2.77	10.82	13629	5.37	18.62	3.91
KCNJ9	5.25	0.98	5.39	2.07	8.74	13629	5.37	18.63	4.22
FANCL	7.23	1.35	7.41	1.32	11.20	13629	5.37	18.63	8.47
VEZATIN	5.31	0.99	5.49	1.93	10.40	13629	5.37	18.63	5.40
STK39	7.49	1.40	7.56	2.10	12.58	13629	5.37	18.63	5.98
DOCK5	4.86	0.90	4.88	2.08	9.63	13629	5.37	18.63	4.62
ATXN1	7.26	1.35	7.38	2.07	11.28	13629	5.37	18.63	5.45
NOL10	4.69	0.87	4.81	2.07	7.73	13629	5.37	18.63	3.74
SLC6A8	7.30	1.36	7.15	3.62	12.22	13629	5.37	18.64	3.37
GPR	5.56	1.04	5.63	2.14	10.21	13629	5.36	18.64	4.78
PAFAH1B3	7.37	1.37	7.60	2.61	11.13	13629	5.36	18.64	4.27
GPSM3	7.34	1.37	7.01	2.79	11.63	13629	5.36	18.64	4.16
ACSL1	8.29	1.55	8.15	2.74	13.82	13629	5.36	18.65	5.05
CREB3L1	6.46	1.20	6.35	2.72	11.35	13629	5.36	18.65	4.17
IFIT2	6.55	1.22	6.56	1.93	14.03	13629	5.36	18.65	7.28
CNKSR1	6.34	1.18	6.36	2.27	10.33	13629	5.36	18.65	4.55
Sep-06	7.10	1.32	6.92	3.10	11.42	13629	5.36	18.65	3.69
SEC6L1	7.00	1.31	7.28	2.43	11.10	13629	5.36	18.65	4.57
RLN1	5.04	0.94	5.14	1.54	12.98	13629	5.36	18.66	8.45
CHST1	6.39	1.19	6.21	2.45	12.15	13629	5.36	18.66	4.96
KIF5A	6.28	1.17	6.34	0.93	10.39	13629	5.36	18.67	11.22
LATS1	5.12	0.96	5.30	1.20	8.65	13629	5.36	18.67	7.20
GPR44	4.89	0.91	4.93	2.43	10.66	13629	5.36	18.67	4.38
IQCG	6.09	1.14	6.04	2.05	12.45	13629	5.36	18.67	6.07
GPX7	6.80	1.27	6.92	2.23	10.56	13629	5.36	18.67	4.73
SERPINA4	5.90	1.10	6.08	0.93	11.47	13629	5.36	18.67	12.39
AQP6	5.44	1.02	5.36	2.48	12.43	13629	5.36	18.67	5.01
HMGA1	7.97	1.49	8.05	3.11	12.19	13629	5.36	18.67	3.92
HAO2	5.92	1.10	5.97	1.58	12.62	13629	5.36	18.67	7.96
BIRC4	5.24	0.98	5.36	1.81	8.48	13629	5.35	18.68	4.69
DUSP13	6.41	1.20	6.29	2.26	11.74	13629	5.35	18.68	5.19
DKFZp434N2030	6.96	1.30	7.15	1.58	11.95	13629	5.35	18.68	7.54
C1orf20	6.14	1.15	6.12	2.77	9.83	13629	5.35	18.68	3.55
KIAA1166	6.21	1.16	6.31	1.91	9.80	13629	5.35	18.68	5.12
ASPSCR1	6.12	1.14	6.33	2.10	10.60	13629	5.35	18.68	5.04
NMT2	5.45	1.02	5.55	2.62	9.30	13629	5.35	18.68	3.55
WDR67	5.93	1.11	6.07	1.89	10.77	13629	5.35	18.69	5.70
PIPOX	5.93	1.11	5.88	2.17	11.22	13629	5.35	18.69	5.17
LY6G6D	5.56	1.04	5.64	2.25	12.68	13629	5.35	18.69	5.63
ANKRD11	6.81	1.27	7.04	2.33	10.46	13629	5.35	18.69	4.49
FGFR3	6.59	1.23	6.36	2.72	12.98	13629	5.35	18.69	4.77
ATF3	8.01	1.50	7.83	2.45	13.22	13629	5.35	18.70	5.40
SLC2A5	6.66	1.25	6.36	2.40	12.23	13629	5.35	18.70	5.09
FLJ33790	4.97	0.93	5.00	2.44	8.56	13629	5.35	18.70	3.51
CD177	6.00	1.12	5.93	2.36	13.26	13629	5.35	18.70	5.62
CCDC28B	5.43	1.01	5.41	2.44	9.39	13629	5.35	18.70	3.84
KRTAP1-1	5.02	0.94	5.12	1.54	12.68	13629	5.34	18.71	8.26
KPNA4	6.83	1.28	7.00	2.12	10.51	13629	5.34	18.71	4.95
CHST3	5.98	1.12	5.90	2.96	10.41	13629	5.34	18.71	3.51
GLT8D2	6.58	1.23	6.50	1.32	11.14	13629	5.34	18.72	8.43
GEMIN6	6.93	1.30	7.14	2.41	11.23	13629	5.34	18.72	4.65
NUP155	6.65	1.25	6.80	2.10	11.28	13629	5.34	18.73	5.36
MTMR7	3.85	0.72	3.83	1.95	7.00	13629	5.34	18.73	3.59
Cep290	5.50	1.03	5.58	1.81	9.39	13629	5.34	18.73	5.19
TAOK1	7.12	1.33	7.20	2.43	11.41	13629	5.34	18.73	4.69
MS4A2	4.93	0.92	5.02	2.17	11.76	13629	5.33	18.75	5.42
LOC93432	5.11	0.96	5.24	1.68	9.00	13629	5.33	18.75	5.36
DGCR5	5.61	1.05	5.65	2.26	10.28	13629	5.33	18.75	4.54
ATP10D	6.76	1.27	6.93	1.58	12.14	13629	5.33	18.75	7.66
RAMP3	6.81	1.28	6.83	1.72	12.58	13629	5.33	18.75	7.30
CLDN18	4.88	0.92	4.84	2.41	12.56	13629	5.33	18.75	5.21
KCNIP2	5.23	0.98	5.29	2.08	10.24	13629	5.33	18.75	4.92
PPP2R3A	6.84	1.28	6.72	3.09	11.35	13629	5.33	18.76	3.67
PCDH17	7.01	1.31	6.88	2.41	12.83	13629	5.33	18.76	5.33
GPC5	4.36	0.82	4.39	2.29	8.44	13629	5.33	18.76	3.68
ARHGEF6	8.01	1.50	8.00	2.54	12.99	13629	5.33	18.76	5.12
GJB1	6.22	1.17	6.21	1.20	10.46	13629	5.33	18.76	8.71
OR4F21	4.72	0.88	4.79	2.17	7.90	13629	5.33	18.76	3.64
KLHL1	5.17	0.97	5.36	2.04	8.56	13629	5.33	18.77	4.21
LOC145678	4.89	0.92	4.97	2.07	9.13	13629	5.33	18.77	4.40
TUBGCP3	6.34	1.19	6.48	1.99	10.04	13629	5.33	18.77	5.06
ITGAV	8.86	1.66	9.23	1.68	13.14	13629	5.33	18.77	7.83
H1F0	8.80	1.65	9.13	1.58	12.74	13629	5.33	18.77	8.04
MICAL-L2	6.47	1.22	6.66	2.08	10.95	13629	5.33	18.77	5.27
SORL1	9.04	1.70	9.13	2.32	13.31	13629	5.33	18.77	5.73
LOC388389	5.02	0.94	5.04	1.72	9.30	13629	5.33	18.77	5.40
MXRA8	8.04	1.51	7.84	2.44	12.44	13629	5.33	18.78	5.10
BCAS3	6.88	1.29	6.90	2.66	12.74	13629	5.32	18.78	4.80
MGC40069	5.26	0.99	5.39	1.77	8.85	13629	5.32	18.78	5.01
LY86	7.66	1.44	7.52	2.08	12.20	13629	5.32	18.79	5.86
FMNL2	5.51	1.04	5.57	2.10	10.24	13629	5.32	18.79	4.86
CEBPE	5.60	1.05	5.65	2.36	10.47	13629	5.32	18.79	4.44
POLE2	6.72	1.26	6.71	2.32	10.51	13629	5.32	18.80	4.53
DNAI2	4.67	0.88	4.61	2.14	11.82	13629	5.32	18.80	5.51
MGC4172	6.07	1.14	6.10	2.08	11.53	13629	5.32	18.80	5.55
HTR1F	5.44	1.02	5.61	1.89	10.22	13629	5.32	18.80	5.42
RAFTLIN	8.58	1.61	8.91	2.40	13.34	13629	5.32	18.80	5.55
EPB41L4A	4.62	0.87	4.63	2.30	8.13	13629	5.32	18.80	3.53
LCN1	4.98	0.94	5.12	1.96	14.03	13629	5.32	18.81	7.14
BEAN	5.43	1.02	5.55	1.54	10.49	13629	5.32	18.81	6.83
AMELY	5.13	0.97	5.24	1.72	8.63	13629	5.32	18.81	5.01
IL1RAPL1	5.23	0.98	5.21	1.68	10.84	13629	5.32	18.81	6.46
HES1	6.67	1.25	6.77	3.07	11.41	13629	5.32	18.81	3.71
E2F5	5.34	1.01	5.36	2.08	9.44	13629	5.31	18.82	4.54
TMEM19	5.16	0.97	5.38	1.77	8.86	13629	5.31	18.82	5.02
CHRNA6	6.08	1.14	6.23	2.08	9.94	13629	5.31	18.83	4.79
LOC221362	6.01	1.13	6.00	2.31	11.65	13629	5.31	18.83	5.04
FGF17	4.94	0.93	4.95	2.14	8.85	13629	5.31	18.83	4.13
STXBP3	6.57	1.24	6.82	2.29	10.37	13629	5.31	18.83	4.52
SIRPB1	5.08	0.96	5.01	1.43	9.14	13629	5.31	18.83	6.38
HIST1H2BI	6.22	1.17	6.21	2.25	11.10	13629	5.31	18.84	4.94
BPGM	6.45	1.21	6.61	1.77	12.45	13629	5.31	18.84	7.05
LOC441104	5.98	1.13	6.11	1.20	9.77	13629	5.31	18.84	8.13
KIAA0963	6.12	1.15	6.26	2.43	10.55	13629	5.31	18.84	4.33
TMCO3	5.72	1.08	5.77	2.26	10.94	13629	5.31	18.84	4.83
ZFP36	9.24	1.74	9.36	1.58	13.31	13629	5.31	18.84	8.40
CLPS	5.22	0.98	5.30	1.77	14.03	13629	5.31	18.84	7.94
PLSCR2	4.79	0.90	4.88	1.77	9.30	13629	5.31	18.84	5.27
NR4A3	5.73	1.08	5.49	2.53	12.17	13629	5.31	18.84	4.82
BIN1	7.55	1.42	7.37	3.22	12.56	13629	5.31	18.85	3.90
IL11RA	6.27	1.18	6.29	2.09	11.40	13629	5.30	18.85	5.45
C9orf116	5.29	1.00	5.19	2.41	11.69	13629	5.30	18.85	4.85
ZNF137	5.56	1.05	5.76	1.85	9.97	13629	5.30	18.86	5.40
TRIM31	4.81	0.91	4.67	2.62	10.52	13629	5.30	18.86	4.02
MPPED1	5.94	1.12	6.00	2.03	10.84	13629	5.30	18.87	5.35
NHLRC2	6.36	1.20	6.52	2.07	11.03	13629	5.30	18.87	5.32
MTRF1L	5.09	0.96	5.19	2.09	8.44	13629	5.30	18.87	4.03
NFIC	6.33	1.19	6.21	2.60	10.92	13629	5.30	18.87	4.20
COG7	6.15	1.16	6.39	2.30	9.47	13629	5.30	18.87	4.12
VMD2	5.05	0.95	4.94	2.51	8.49	13629	5.30	18.87	3.38
P2RY6	5.92	1.12	5.97	1.91	9.87	13629	5.30	18.87	5.16
SNCA	6.75	1.27	6.32	3.17	12.76	13629	5.30	18.88	4.03
ORC6L	7.21	1.36	7.25	2.26	11.16	13629	5.30	18.88	4.93
SH3YL1	8.52	1.61	8.61	2.14	13.02	13629	5.30	18.88	6.08
SEPX1	8.29	1.57	8.42	2.43	12.95	13629	5.30	18.88	5.32
LOC23117	7.98	1.51	7.93	2.49	13.47	13629	5.30	18.89	5.42
DNMT3B	6.48	1.22	6.49	2.41	12.75	13629	5.29	18.89	5.30
JRKL	6.35	1.20	6.52	1.49	9.73	13629	5.29	18.89	6.55
MTRF1	5.70	1.08	5.86	2.07	9.00	13629	5.29	18.89	4.34
DDX6	5.46	1.03	5.59	1.77	9.89	13629	5.29	18.90	5.60
IGSF3	7.33	1.39	7.28	2.08	12.37	13629	5.29	18.90	5.96
FYCO1	7.11	1.34	7.11	2.07	11.59	13629	5.29	18.90	5.59
C16orf30	7.31	1.38	7.30	2.41	12.17	13629	5.29	18.90	5.04
GRK1	5.07	0.96	5.16	1.89	8.65	13629	5.29	18.90	4.58
FXYD3	8.17	1.54	7.77	3.41	12.95	13629	5.29	18.90	3.80
FLJ11827	4.87	0.92	5.00	1.85	8.56	13629	5.29	18.91	4.63
JAM3	7.80	1.47	7.91	2.41	13.10	13629	5.29	18.91	5.45
TENC1	6.99	1.32	6.98	2.30	11.93	13629	5.29	18.92	5.18
F5	5.88	1.11	5.71	2.60	12.11	13629	5.29	18.92	4.66
LRP3	6.23	1.18	6.40	2.42	11.38	13629	5.29	18.92	4.70
HIST1H2AC	8.38	1.59	8.29	1.99	12.83	13629	5.28	18.93	6.46
MYO1B	6.92	1.31	6.94	2.91	11.22	13629	5.28	18.93	3.86
GDF11	4.90	0.93	4.86	2.29	8.28	13629	5.28	18.93	3.61
SEC15L2	4.96	0.94	5.07	0.93	9.39	13629	5.28	18.93	10.14
TJP1	7.44	1.41	7.78	3.29	11.71	13629	5.28	18.93	3.55
F11R	6.80	1.29	7.00	2.77	11.25	13629	5.28	18.94	4.06
POU3F4	4.62	0.88	4.71	1.96	8.20	13629	5.28	18.94	4.18
MYL4	6.93	1.31	6.70	3.14	13.56	13629	5.28	18.94	4.32
LRP16	6.82	1.29	6.83	2.28	11.77	13629	5.28	18.94	5.16
MAST3	6.58	1.25	6.54	2.42	12.10	13629	5.28	18.94	4.99
BCL11A	6.85	1.30	6.75	3.02	11.31	13629	5.28	18.94	3.75
TUBA8	4.95	0.94	5.09	2.00	8.16	13629	5.28	18.95	4.08
ITGB5	7.12	1.35	7.26	2.80	11.50	13629	5.28	18.95	4.11
TGM2	6.53	1.24	6.38	2.82	11.45	13629	5.28	18.95	4.06
MGC14376	7.52	1.42	7.59	2.04	12.42	13629	5.28	18.95	6.10
C13orf1	5.15	0.98	5.33	1.72	8.49	13629	5.28	18.95	4.93
FPRL2	5.76	1.09	5.78	1.95	11.83	13629	5.28	18.95	6.06
GLIS1	5.48	1.04	5.48	2.38	9.05	13629	5.28	18.95	3.81
TAF1B	5.45	1.03	5.63	2.29	9.64	13629	5.28	18.95	4.21
VANGL1	6.27	1.19	6.40	1.77	11.05	13629	5.28	18.96	6.26
KLHL3	6.73	1.28	6.78	2.04	11.43	13629	5.28	18.96	5.62
FTS	7.36	1.39	7.44	1.77	11.28	13629	5.27	18.96	6.39
NEDD4	6.61	1.25	6.73	2.38	11.06	13629	5.27	18.96	4.65
MT1M	7.79	1.48	7.52	2.78	12.79	13629	5.27	18.96	4.60
LRFN3	5.36	1.02	5.61	1.85	9.42	13629	5.27	18.96	5.09
CD207	5.34	1.01	5.46	2.04	10.50	13629	5.27	18.96	5.16
PDE3B	5.65	1.07	5.63	2.54	9.71	13629	5.27	18.96	3.83
ZMYM1	5.77	1.09	5.99	1.89	9.45	13629	5.27	18.96	5.01
MORC3	6.94	1.32	7.16	1.72	10.57	13629	5.27	18.96	6.14
CSN2	5.60	1.06	5.66	1.20	12.94	13629	5.27	18.97	10.77
GNG3	6.64	1.26	6.62	1.99	12.10	13629	5.27	18.97	6.10
MYLIP	7.40	1.40	7.42	2.45	12.19	13629	5.27	18.97	4.98
CYP27B1	6.13	1.16	6.07	2.23	12.96	13629	5.27	18.97	5.82
STAB1	7.51	1.42	7.43	2.77	13.51	13629	5.27	18.97	4.88
ATP12A	5.61	1.06	5.69	2.23	12.54	13629	5.27	18.97	5.62
MGC3036	6.07	1.15	6.16	2.45	10.09	13629	5.27	18.97	4.12
MED25	5.03	0.95	4.87	2.43	9.65	13629	5.27	18.98	3.97
TRO	5.08	0.96	4.94	2.23	10.06	13629	5.27	18.98	4.51
FLJ10560	6.00	1.14	6.22	2.12	10.37	13629	5.27	18.99	4.89
MMP27	5.27	1.00	5.48	1.85	9.49	13629	5.27	18.99	5.14
LOC339524	5.54	1.05	5.60	1.68	10.41	13629	5.27	18.99	6.20
MPDU1	7.37	1.40	7.60	2.23	10.84	13629	5.27	18.99	4.85
LOC57228	7.15	1.36	7.20	2.31	11.25	13629	5.27	18.99	4.86
SLC39A4	7.03	1.34	7.07	2.29	11.81	13629	5.26	19.00	5.15
PHLDA1	6.75	1.28	6.48	3.18	11.64	13629	5.26	19.00	3.66
MCM4	6.83	1.30	6.66	3.23	10.62	13629	5.26	19.00	3.29
PGCP	6.75	1.28	6.89	2.29	11.01	13629	5.26	19.00	4.80
INSL3	4.81	0.91	4.77	2.26	13.51	13629	5.26	19.00	5.97
SPAST	6.14	1.17	6.32	2.17	9.70	13629	5.26	19.00	4.47
GABRQ	5.53	1.05	5.71	1.58	9.43	13629	5.26	19.01	5.95
GAD2	5.00	0.95	4.94	2.29	10.27	13629	5.26	19.01	4.48
C13orf24	6.14	1.17	6.34	1.32	9.51	13629	5.26	19.02	7.19
TAT	4.87	0.93	4.77	2.29	11.33	13629	5.26	19.02	4.94
DENND2A	4.98	0.95	4.82	2.49	9.62	13629	5.26	19.02	3.87
CASP8	6.77	1.29	6.77	2.17	11.50	13629	5.26	19.02	5.30
SLC25A23	5.36	1.02	5.40	1.95	9.01	13629	5.26	19.02	4.61
CRYGD	5.48	1.04	5.51	2.17	9.65	13629	5.26	19.02	4.45
ARL7	7.69	1.46	7.60	3.34	12.58	13629	5.26	19.03	3.77
CLUL1	4.82	0.92	4.91	1.43	9.49	13629	5.26	19.03	6.62
GML	5.86	1.12	6.08	2.20	9.50	13629	5.26	19.03	4.32
PRPS1L1	4.69	0.89	4.77	1.68	9.70	13629	5.25	19.03	5.78
G1P2	8.75	1.67	8.62	2.40	14.03	13629	5.25	19.03	5.84
BMP5	5.03	0.96	5.02	2.29	11.71	13629	5.25	19.03	5.12
TAS2R1	6.00	1.14	6.21	2.18	9.39	13629	5.25	19.04	4.30
GPR75	4.83	0.92	4.92	2.07	8.33	13629	5.25	19.04	4.03
SYNGR4	5.32	1.01	5.48	2.10	10.44	13629	5.25	19.05	4.96
NAV1	4.16	0.79	4.18	2.23	8.04	13629	5.25	19.05	3.60
CXCR3	5.10	0.97	5.07	2.53	10.95	13629	5.25	19.05	4.32
CACNA2D2	6.21	1.18	6.13	2.38	11.60	13629	5.25	19.05	4.88
NMI	8.18	1.56	8.42	2.14	12.07	13629	5.25	19.06	5.65
SLC16A2	6.30	1.20	6.45	1.85	10.05	13629	5.25	19.06	5.44
HMOX1	7.48	1.43	7.34	2.42	13.51	13629	5.25	19.06	5.57
DCC1	5.56	1.06	5.60	2.46	9.60	13629	5.25	19.07	3.91
AHDC1	6.04	1.15	6.14	2.09	10.21	13629	5.25	19.07	4.88
GUCA1B	5.35	1.02	5.41	2.29	10.48	13629	5.24	19.07	4.57
FAM64A	6.58	1.25	6.69	1.58	10.65	13629	5.24	19.07	6.72
COL4A6	5.28	1.01	5.15	2.42	10.93	13629	5.24	19.07	4.51
GSDMDC1	7.03	1.34	7.17	2.74	10.61	13629	5.24	19.08	3.87
ARL4	7.48	1.43	7.60	1.85	12.36	13629	5.24	19.09	6.69
CALB2	6.33	1.21	6.16	1.20	12.23	13629	5.24	19.09	10.18
CD44	8.26	1.58	8.41	3.57	12.58	13629	5.24	19.09	3.52
FLJ10246	5.32	1.02	5.48	1.89	8.90	13629	5.24	19.09	4.72
KCNIP1	5.40	1.03	5.50	1.81	10.03	13629	5.24	19.09	5.55
LAPTM4B	9.63	1.84	10.06	2.41	13.47	13629	5.24	19.10	5.58
ALX4	4.29	0.82	4.24	2.14	8.33	13629	5.23	19.10	3.90
NRBF2	6.62	1.26	6.82	1.20	11.57	13629	5.23	19.11	9.63
SNTB1	4.83	0.92	4.75	2.33	8.26	13629	5.23	19.11	3.55
SMAD5	5.75	1.10	5.84	2.32	9.43	13629	5.23	19.11	4.06
CRYBB2	5.31	1.01	5.31	2.50	8.74	13629	5.23	19.11	3.50
MGC27165	5.99	1.15	5.81	2.46	13.20	13629	5.23	19.11	5.38
MED18	4.74	0.91	4.80	1.54	8.18	13629	5.23	19.12	5.32
C1orf56	5.86	1.12	5.93	1.81	9.83	13629	5.23	19.12	5.44
HS3ST3B1	4.92	0.94	5.01	1.77	8.49	13629	5.23	19.12	4.81
HSF2	6.03	1.15	6.12	2.07	10.00	13629	5.23	19.12	4.83
OPRK1	5.22	1.00	5.31	1.99	12.05	13629	5.23	19.12	6.07
ZNF304	5.96	1.14	6.25	1.49	10.24	13629	5.23	19.12	6.89
GABRA4	5.78	1.11	5.84	1.63	9.77	13629	5.23	19.12	5.98
NBLA03831	5.98	1.14	6.09	2.23	9.73	13629	5.23	19.13	4.36
HPCAL4	5.34	1.02	5.24	2.45	10.05	13629	5.23	19.13	4.10
LOC283824	6.81	1.30	6.99	2.20	11.19	13629	5.23	19.13	5.09
ESR1	5.63	1.08	5.31	3.29	12.62	13629	5.23	19.13	3.83
TM6SF1	6.43	1.23	6.33	2.17	11.43	13629	5.23	19.13	5.27
FLJ12748	6.08	1.16	6.04	2.44	10.92	13629	5.23	19.13	4.47
HCG9	5.37	1.03	5.48	1.49	8.44	13629	5.23	19.13	5.68
MUM1	6.04	1.16	6.17	1.81	10.95	13629	5.23	19.14	6.06
SOX5	4.85	0.93	4.71	2.43	11.70	13629	5.23	19.14	4.82
TRIP13	7.40	1.42	7.29	2.26	12.95	13629	5.22	19.14	5.72
ZNF323	5.64	1.08	5.72	2.00	11.69	13629	5.22	19.14	5.85
LUZP5	7.01	1.34	7.00	2.08	11.23	13629	5.22	19.15	5.40
SERPINB9	6.61	1.27	6.53	2.41	11.08	13629	5.22	19.15	4.59
PART1	5.27	1.01	5.25	2.29	10.35	13629	5.22	19.15	4.52
FLJ90013	4.32	0.83	4.33	2.08	7.69	13629	5.22	19.15	3.70
DLG5	7.10	1.36	7.24	2.66	12.91	13629	5.22	19.16	4.86
LMO6	5.21	1.00	5.31	1.77	9.48	13629	5.22	19.16	5.37
NPAS3	4.97	0.95	4.93	2.30	10.63	13629	5.22	19.17	4.62
HHAT	5.63	1.08	5.76	1.93	8.88	13629	5.22	19.17	4.61
ARSE	6.00	1.15	6.03	2.00	10.61	13629	5.22	19.17	5.30
PCDHA9	5.63	1.08	5.61	2.42	9.72	13629	5.22	19.17	4.02
KIAA0701	5.59	1.07	5.69	2.35	10.87	13629	5.22	19.17	4.62
TNFSF18	5.33	1.02	5.44	1.95	10.33	13629	5.22	19.17	5.29
PDE8B	6.54	1.25	6.36	2.08	12.33	13629	5.22	19.17	5.92
ST3GAL1	5.65	1.08	5.65	2.38	10.37	13629	5.22	19.17	4.36
THAP3	4.99	0.96	4.94	2.54	8.30	13629	5.22	19.17	3.27
C6orf166	5.26	1.01	5.29	2.29	10.57	13629	5.21	19.18	4.61
SLC22A4	6.32	1.21	6.26	1.95	12.35	13629	5.21	19.18	6.33
KIFC3	6.29	1.21	6.35	2.32	10.76	13629	5.21	19.18	4.63
HOXB6	5.38	1.03	5.21	2.34	10.33	13629	5.21	19.19	4.41
SLC4A4	6.24	1.20	6.09	3.42	12.79	13629	5.21	19.19	3.74
SMPD2	5.31	1.02	5.28	2.46	9.37	13629	5.21	19.20	3.80
SEMA7A	5.76	1.10	5.98	2.17	9.41	13629	5.21	19.20	4.33
HOMER2	6.52	1.25	6.52	2.05	10.50	13629	5.21	19.20	5.12
HSD11B1	6.08	1.17	5.96	2.05	13.07	13629	5.21	19.20	6.37
NOL3	6.14	1.18	6.21	2.77	10.27	13629	5.21	19.20	3.72
KRTHA1	5.29	1.01	5.31	2.04	13.28	13629	5.21	19.20	6.53
CSF2RA	5.07	0.97	4.84	2.66	10.11	13629	5.21	19.20	3.81
